input,gt
"
B: NOOO

A: Julián don't desert
disappoint

B: I was the tank

A: belerick ezzzz

A: hahaha

A: 2 marksmen no 

A: 2 adc nooo

B: cut the bushes

C: thanks thanks for the help

B: guin pure bush

C: do we have tank??

A: prioritize turrets
",0
"B: 阿伟和他4个混蛋玩伴玩游戏
A: 怎么了阿伟?
B: 对不起
B: 阿伟去获得经验
A: 好的
我只拿了2蓝
",0
"B: 哈哈哈哈
C: 谢谢你魔法师!
D: 良好的游戏
E: 哈哈哈哈哈 3对1 这样!  
F: 巴尔蒙德你这个儿子强奸了你妈!
G: 我要肏你妈这里,孩子,你看不见吗?  
H: 我不会做废了
",0
,0
"B: 你们小看它
C: 都过来
",0
"B: 我看比赛  
B: 所以想到了点子  
B: 后期游戏很难
B: 换个英雄  
B: 经验值刷新得太快  
B: 经验值换个英雄
B: 换个  
B: 换个
C: LOL 啊
D: 呵呵
C: 模拟对战啊  
B: LOL 所以想到了点子 模拟对战
B: 把地图放大  
E: 这两个法师一点用没有啊  
B: 地图  
F: 263在LOL里做什么?  
F: 263还是去模拟对战吧  
G: 好笑  
H: 你模拟对战游荡不知道位置
",0
"A: 这些不好翻译

",0
,0
"B: 我中路上分90%以上  
C: 你中路上分90%以上
A: 我中路上分90%以上 
D: 排名赛中路上分85%以上 #25
A: 排名赛X100以上
",0
,0
,0
,0
"
B: choose cheng e but i'm scared

C: who choose 

A: let the one who choose play..hahaha

B: i didn't choose already got 3 kills..hahaha
",0
,0
,0
"B: 1/core
C: 哇
D: 莱斯莉看起来刚才吓了一跳哈哈
E: 谢谢您
",0
"B: 承载两个玩家
哈哈哈
您怎么不接受像机器人一样玩的建议
Lance 悲伤男孩
printapan
再有一点就到5k了
nova 取得胜利
你拿了我的金币吗?
在oas的时候请看好wr
看好wr混蛋
想要教mm吗?
想教lesly吗?
如果没办法拿到金币就自己放弃吧
哈哈 lance vpn作弊
mmr 1k
1 5 6
哈哈 printapan
printapan 最强
在哪??
地图
",0
,0
,0
"C: Below @Jonathan
A: Why is @Florin playing like garbage?
B: What can @Florin even do?
",0
,0
,0
,0
"No Translation
",0
"No Translation

",0
"B: 支援好的坦克后备 
C: 他真惨
D: 我知道
E: 坦克好棒
F: 哈哈哈
G: 1/请求
H: 原因  
I: 哇
J:哈哈哈哈
K: 062 坦克至此级别
L: 他的游戏玩法史诗级的
M: 果然如此
N: 他确实强
",0
"B: No Translation 
C: 1/s5 saber\n1/gw bebas\n1/boleh\nB: No Translation
A: mntp\nwkwkwkwkw
C: No Translation
B: 1 nyrng
",0
"B: 典范?
C: 切,典范模式吧。  
D: 典范模式的位置。  
A: 切,典范模式吧。
A: 切,典范模式吧。
C: 切,典范模式吧。
E: 玩典范模式。  
A: 切,典范模式走起。
A: 切,典范模式吧。
F: 典范模式的位置。
A: 切,典范。
G: 典范模式的位置。
G: 典范模式的位置。
A: 切,典范模式吧。
H: -1 好基友。
C: 切,典范模式吧。  
C: 切,典范模式吧。
A: 切,典范模式吧。
A: 切,典范模式吧。 
A: 切,典范模式吧。
F: 典范模式的位置。
F: 典范模式的位置。
A: 切,典范模式吧。
I: 加入典范模式。
J: 典范模式的位置。
C: 切,典范模式吧。
A: 切,典范
",0
"B:没门儿
C: 52839
D: 50987
B: 没门儿老兄 马达楚特
",0
,0
"B:再战吧
C:挨打太惨了
D:十分抱歉
E:又要哭着滚来滚去了吧
F:哈哈哈兰斯啊
G:那个谁啊?
H:哭鼻子的家伙
I:喂!坚强点!
J:分数10.9
K:一边哭一边玩的家伙
L:真扯蛋
",0
,0
,0
"B: 50794
",0
,0
,0
"A: 发展? \n 不错的团队
",0
"B: 52533 (no translation)
C: G Minat   (no translation)
D: Mau nya seg dan ew
",0
"B: 好的
C: 好的 
D: 好的
",0
"B: rank   
C: hi  
D: hi
E: I'm selling lemons  
F: I'm selling lemons
G: I'm selling lemons for 100 diamonds, I have 2 left,,,rank Colombia server...invite hot   
H: 1rank
I: rank Colombia  
J: looking for affinity duo 
K: pack for 100diamant3s
L: video call
M: hi
N: pass pack for 200 diamonds
O: video call I'm alone in pajamas, 100 diamonds
P: sugar daddy
Q: video call I'm alone in pajamas, 100 diamonds
R: hi rank I'm from Colombia paisa mor
S: his
T: pass pack for diamonds
U: pass pack
V: I'm selling lemons, I have 2 left
W: I'm selling lemons for 100 diamonds, I have 2 left
X: hi
Y: 1rank  
Z: hi looking for duo
AA: I'm looking for duo I'm from Colombia
AB: anyone rank?
AC: duo
",0
"B: You're a pro at being a tank! 
C: Cover my back, bro!
D: You know music, right?
",0
"
B: 52530

A: brp jam sejam ratus

B: knp gak gank pas yin dtng??
",0
"B: 52530
C: Haha
",0
"  
B: Lols
  
C: End fast ya
  
D: Haha Lols
  
E: Troll
  
F: Pros
  
G: Yeah yeah, whatever you want
  
H: Trio lols
  
I: Say whatever you want la
  
J: Good game, good draft
",0
"A: woman also jg XD that's why
",0
"B: 50794
C: 50794
D: 52530
E: Next time when you boost me, boost me to Glory rank.
F: That's hilarious.
",0
"B: haha you'll still get banned right? haha
C: haha on stream he picks double adc, even more reason to get banned
D: hahaa his stream says how to get banned by picking double adc haha
",0
,0
"C: estate 
D: 1/estos 4 de en formar una escudra en el free
E: 1/ya sonsoputa
F: mejor calladita
G: no al mago
H: el mago una ccaggda
I: 1/silencio
",1
"我只会坦克,老大\n
A: wkwkwk
哈哈哈
C: 50794
C: 52531
B: 可怜兮兮的孤儿
B: 哈哈哈
A: 法师 kk 哈雷
",1
,1
"B: No translation 
C: No translation
D: Change name to Lance Prindapan
E: Teach Lance Prindapan for free here
F: Prindapan learn here
G: Free for Prindapan 
H: #Prindapan
I: Lol Lance Prindapan teaching Glory
J: Shy?
K: Is Lance Prindapan mentally safe?
",1
"B: 就是这个。报告那个该死的职业中卫。  
A: 高个子的傻子。你的妈妈要被封号了。
B:好的太子。做的好你这个垃圾。
A: 你被强奸了 你个垃圾。
B: 卸载游戏然后闭嘴吧你个垃圾袋。
A: 都怪那些该死的中间路。中间路不给力。
B:哈哈哈傻逼。  
A: 报告那个被强奸的黑鬼。 垃圾孩子。  
A: 报告中间路。 垃圾孩子。
B: 跟你妈妈我继续她在四条腿上。  
A:好的中间路赶快啊哈哈哈。 报告那个被强奸的中间路孩子。
",1
"All chat are Simplified Chinese characters, translate into English:

A: fuck you dina
50794
A: exp who
A: dont first pick bro
A:layla dont act cocky
NANA YOU MOTHERFUCKER
A: whisper 
A:layla pick someone else  
A: Gross nana
A:dinnaaaaa you assshoooole
just go play brawl
teeeemmmpick
ganging up mentally
52530
mageeeeefuuuuckkk
vale just afk useless
im just fodder obviously im tank
alright funny
you mage just farm exp like fuuuuccckkkk
dont be cocky
we regroup first
martia come back here gather up
already gathered up if want to go back dont rush enemy
",1
,1
,1
,1
,1
"B: You have to come on time during Vale era. Don't sleep. 
A: What's the difference? 
B: Try Jaw
A: They don't give vision. Guys, hurry up and finish, are you guys stupid?
C: Hey fat ass Lol player Selen
D: Come on voice chat and let me show you your mom
E: Pushing at last minute. Idiot.
F: I'll fuck the mother who gave birth to you, Vale.
G: What's Orman 3 11? 
H: You're playing terribly.
I: I'll fuck your AFK game, play your own game. Motherfucker.
J: We always get matched up with you assholes.
",1
"B: 把技能1留着对付敌人。法师 法师
C: 法师不用脑子哈哈
D: 
E: 法师美其名曰升级 但没有用。我本可以上法师
F: 你自告奋勇要升级,当我要求上vexana
G: 你在炫耀你的数据?
H: 你问题在于没用
I: 法师就算你不行也要硬上
J: 冬季之狼随时活跃,哈哈大笑
K: 新手炫耀数据哈哈
L: 女孩,正因为你是新手
M: 女的
",1
"B: 法师和远程输出真垃圾
C: 你只有4次助攻
D: 你这是抢人头
E: 你就是菜
F: 1/废物远程输出
G: 0-4
H: 1/以后别再用莉莉丝了
I: 1/谢谢你的帮助
J: 1/还有你没帮忙的那两条龙
K: 你用远程输出太烂了
L: 远程输出一点忙都帮不上,废物
M: 5 击杀数/死亡数/助攻数
N: 我们屎一样
O: 1/团战里只有18% 
P: 1/超级烂
Q: 1/那是你的问题
R: 1/你太烂了
S: 1/完全没帮上什么忙
T: 1/只有5次助攻
U: 1/还有那1次击杀
V: 1/垃圾
",1
,1
,1
"B: support f.dp
A: angela shut up
B: For me, everyone can f**k off
If the f**ker aren't from Guinea who comes here
Play with your duo d**khead  
Stop for a while
5 minutes 0 assists
",1
,1
"A: 如果你不想玩就不要玩,让别人难受。
C:哎呀,乱七八糟的。
B:像没用的动物一样。
C: 你妈的屁股妈的。
A:动物没用的。
D:不要再当暗黑领主了。
A:像你爸一样把你禁言吧。
B:这个魔法师真累。
C:看到魔法师的伤害,没用的射手真恶心。  
A:哎呀,有人被禁言了。
E:哎呀。
F:在干嘛呢?
G:莎贝拉不是垃圾英雄。
G:看到了吗?
H:法师很厉害,哼哼。
C:射手在干什么?去擦屁股吧,你妈的屁股吵死了。
B:哈哈哈。
C:射手就当机离开吧,一点用都没有。
B:去拉三轮车吧,射手。
C:射手去哪了?
B:希尔达不要锁坦克!  
C:法师险些单杀射手,幸亏有法师。
C:太丢人了。
A:自己滚开吧。
A:真丢脸,不会丢脸吗?
G:保护法师吧,射手,没用的阿卡伊。
B:丢掉这场比赛吧,射手。
C:就像讨钱的乞丐,射手真恶心。
G:射手在成千上万的比赛里表现像动物一样。
C:你妈是动物,所以你也是动物。
C:最后,没用的射手就是动物。
",1
"B: 在你妈妈的逼里插根鸡巴
C: 滚开,操你妈的
A: 耶你妈的逼吧
B: 不可能的哥们
A: 滚开,插你妈流脓的逼
",1
,1
"B: 滑动不流畅就别排名了,还是练练吧  
C: 我去,编辑掉  
D: 傻X   
E: 2333 玩儿完了
",1
"B: 我的天啊,别哭啊
C: 需要支援吗?想投降吗?
A: 去你妈的,滚你妈逼的
B: 你他妈就会躲在灌木丛里
C: 真没劲
A: 新年快乐哈哈哈
B: 我要抓住你,然后揍你一顿,结果你跑了
A: 你丫的是傻逼
C: 刚从英雄联盟出来,也许我手残了吧
A: 蹦蹦跳跳
B: 吃什么了?  
C: 什么
A: 好甜
B: 兰斯洛特你怎么这么走路!太好笑了!
C: 是啊,每次看到他走路我就笑出声
A: 噢,亲爱的
B: 你要去哪里?我的宝贝
C: 我愿意为你而死
A: 不要
B: 我的天,他怎么能这么走路!
C: 我同意兰斯洛特的看法
A: 我要杀了你!
B: 太有意义了
C: 我请你吃冰淇淋
",1
,1
,1
"B: Nana hanya ingin AFK.
C: Nana tidak punya ayah.
D: Hanya troll saja bro. 
E: Terserah aku.
F: Sengaja.
G: Malas punya Nana epik.
H: Kata aku apa lebih baik troll?  
I: Nana epik.
",1
"B: si ireng sok kras
C: 你在干嘛 我已经单身很长时间了 没有恋爱 
A: 名字就像昂贵的东西
C: 据说表面纯洁 实际上很开放 哈哈哈
B: 哈哈 很廉价的样子 

A: 小心你 哈哈哈 很廉价 不要假装强硬
B: 廉价的都安静了 廉价的东西
C: 你奶奶才廉价 我怎么可能廉价
A: 那么他带来的东西已经超过5寸了吗
",1
"一个猴子
别乱插嘴,傻逼
我不玩他们
砍掉你们一家人的头
猪
妓女的儿子(脏话)
如果他当着我的面说这话 我会狠揍他一顿
装逼的畜生
狗娘养的
我操你那母猪
泰国妓女拉稀
B:卧槽乌克兰佬
C:我祝你
赶紧死
被雷炸
又在装逼?
畜生
我日你妈了
D:闭上你的臭嘴
E:狗乌克兰佬,去你妈的
F:来点更多(脏话)
G:卧槽乌克兰佬
当然 
我的哥们
快点买哨子
学会读书吧
打掉你的门牙
",1
"B: 嘿这就对了 
A: 向万万而不是赖拉 
B: 有趣?
A: 搞笑清醒
B: 怕赖拉变成是吗?
B: 怕和赖拉对战吗,亲爱的?
B: 你紧张吗,孩子们?  
B: 孩子们?
A: 有趣,你还好吗? 
A: 你真幸运啊
B: 紧张
B: 孩子们紧张吗?
A: 孩子们你紧张吗?
B: 紧张,孩子们? 
",1
,1
,1
"B: 撒气吧\n把她玩坏吧  \n1/这是林格要我做的\n1/快点完成\n1/等级s是什么\n我需要安吉拉撒气\n如果4\n撒气吧\n耶
",1
,1
"B: 我刚才说过让他选择那个英雄的
C: 对啊,快去举报granger
A: 我刚才也说过让他选那个英雄了
B: 等一下,看这个家伙,哈哈
C: 报告一下这个granger
A: 你妈是个傻X
B: 去X
A: 举报granger
C: 对啊,举报granger
A: 我刚说过让他别选那个英雄
B: 求求你
A: 谁?
A: 脑残
",1
"B: troll s4\n
C: 你最好哭哭啼啼 s4\n 
D: 提升\n
E: S2已经是打野了\n
F: 没人在乎你这个垃圾\n
G: 闭嘴吧你说的比打的多\n
H: 从来没见过这么爱说话的\n
I: 你只会抱怨,结果你们都在基地里躲着\n
",1
"B: 2个人在清线 
C: 如果不是所有5个人 一起别过河
D: 一起战斗
E: 我们推不了
",1
"B: ceci?
A: karina karina
B: You're like a turd kid 
C: This kid is always turding
A: Your skill one is to run away turding
B: Loser hero
C: Sticker idiot
B: Let's play
C: Sigh
",1
"B: Is that true?
B: Do you know?
A: I heard that Malaysia all Malays samba bapy
B: Is that true?  
A: I just heard
B: Do you know?
B: Is that true?
B: Do you know?
A: Why get angry
A: I just heard
A: I heard that Malaysia all Malays samba bapy  
B: Is that true?
A: Don't get angry
A: I heard that Malaysia all Malays samba bapy
B: Is that true?
B: Like to curse ancestors only
A: Don't dare
B: Like to curse ancestors
A: I heard that Malaysia all Malays samba bapy
B: Is that true?
A: I'm scared
B: If not, answer not
A: Sorry bapy
A: I heard that Malaysia all Malays samba bapy
A: Sorry sorry bapy
A: I heard that Malaysia all Malays samba bapy
B: Answer la
A: I heard that Malaysia all Malays samba bapy
B: Is that true?
A: I heard that Malaysia all Malays samba bapy  
B: Samba bapy
A: I heard that Malaysia all Malays samba bapy
B: Ooooo he's not happy ah
A: I heard that Malaysia all Malays samba bapy
B: Your mamak wait for him
Dare to call Allah come
Dare or not  
B: Samba bapy
Dare or not
Come on la
Call Allah come la
A: Go home and curse ancestors only
Call Allah you come la
Busy cursing ancestors only
B: Hahahaha
Call laaaa Allah come la
Dare or not
A: I heard that Malaysia all Malays samba bapy
A: I heard that Malaysia all Malays samba bapy
A: I heard that Malaysia all Malays samba bapy
B: Allah lose 
A: I heard that Malaysia all Malays samba bapy
B: Is that true?
",1
"B: 这狗娘养的  \n混蛋一个
C: 我操你全家 \n 我也操你全家
D: 我操你妈 \n 狗娘养的一个
E: 我操你妈  \n妈的 我也操你妈
F: 要是你能好好帮忙就不会这样了\n 你张也以为自己在打游戏啊。
G: 我操你妈你爸\n 你们不会玩就别装B
H: 这帮狗娘养的\n 这队伍没有信仰的畜生
I: 要是你不说清楚你就是狗娘养的
",1
,1
"A: 好像有人想要丛林吗?发言的是不会旋转的废物k5k5,这是我的克星,你什么都不知道还自称是神话级别的, 说起史诗级而自己糟糕透顶,让我先选择英雄,真是史诗级的典型,有人要求升级吗?带着科加夫当坦克很明显。垃圾队友18。 没有人要求升级而他们偷袭counter,你连旋转都不会,去你妈的,阿三受伤了对吧?正如你讨厌的那样? k5k5小队不知道什么才叫克星。
]]>
",1
"B: 无翻译
C: 无翻译
",1
,1
"A: orphan, what are you doing? Where do the idiots go? Hey, idiot kids!

",1
"B: 嗨,A,我是骗子  
A: 嗨,B,戳
B: 嗨,A  
",1
,1
,1
"B: 至少 击杀 莱拉
C: 神经病
D: 击杀莱拉啦,怎么 只有 我
E: 故意 看我的JJ
F: JJ 在 下面
G: 用 威震天 和 哈莉奎茵 的JJ
H: 我已经 引诱 那两个人的JJ
I: 我追法兰克 不是 主谋那两个人的JJ
J: 哈莉 和奥德修斯
K: 我已经 终止 格兰吉
L: 看到奥德修斯 好笑死
M: 傻B
N: JJs
O: 哈哈
P: 谢谢 我
Q: JJ  
R: 我忍了4秒  
S: 至少 击杀 莱拉
T: 1/奥德修斯 更 傻B  
U: 1/奥德修斯更 笨
V: 神经病  
W: 哦,伙计
X: 用 威震天 和 哈莉奎茵 的JJ  
Y: 莱拉 在 上面
Z: JJs
AA: 哈哈
AB: 我已经 引诱 那两个人的JJ
AC: 哦,伙计
AD: 我忍了4秒
AE: 我追法兰克 不是 主谋那两个人的JJ
AF: 1/奥德修斯 更 傻B
AG: 1/奥德修斯更 笨  
AH: 刚 躲开  
AI: 刚 躲开
AJ: 莱拉 在 上面
AK: JJ
AL: 我已经 终止 格兰吉
AM: 我 和saber 换 角色
AN: 我 和茶
AO: 我 和茶
AP: 莱拉 在 上面
AQ: 你们的JJ
AR: 你们的JJ
AS: 哈莉 和奥德修斯  
AT: JJ
AU: 击杀莱拉啦,怎么 只有 我  
AV: 谢谢 我
AW: 看到奥德修斯 好笑死  
AX: 故意 看我的JJ
AY: 傻B
AZ: JJ 在 下面
",1
"B: vai da gg fácil em masha  
C: lilia don't feed please 
A: kkkkkkkkkkkkk
A: 1/I said
A: 1/kkkkkkkkk  
A: 1/You are so bad
A: 1/you play so well
A: 1/piece of sh*t
B: masha vai da gg
A: kkkkkk
C: then give her a double kill, btch
",1
"B: bunuh zhack
A: gpang dia  
C: ga ada otak
B: si zhack hahaha
A: 50794
B: hahaha
C: semangatin bg
A: modal stun
B: mengerikan dora nya
C: zhack gila
A: jabran hahaha 
B: 52533
A: 1/cek wr uy
B: venus knpa skin nya kaya gembel
C: emang
A: zhack di mid lg brawl
B: biarin aja zhack
C: anak bawang
A: hahaha
B: hahaha
C: afk semua
A: sisa anak bawang
B: jgn di bunuh
",1
"B: No Translation
C: No Translation
D: No Translation
E: No Translation
F: No Translation
G: No Translation
H: No Translation
I: No Translation
J: No Translation
K: No Translation
L: No Translation
M: No Translation
N: No Translation 
O: No Translation
P: No Translation
Q: No Translation
R: No Translation
S: No Translation
T: No Translation
U: No Translation
V: No Translation
",1
"B: 再试一次吧 算了 
A: 游戏让我的排名降低
B: 别放弃 大哥 你工作了 不该整天玩游戏
A: 真的假的?笑出声 
A: 弗朗哥修车 很牛逼 帮我治疗
C: 典型的印尼人
B: 保护新手 笑
B: 哪个更坑?和那些嫉妒复活免费的人一队?笑出声
B: 已经这样还很在意!笑翻了
B: 复活免费都会被嫉妒 笑哭
C: 真的假的?笑出声
B: 跟我来
B: 别理他笑哭
B: 不管你有什么问题,和我没关系
",1
,1
"B: 50794
A: 天呐,奥德伦
B: 诺娃中单啊
A: 我们的队里这位大师才合适
B: 我知道他会打死他们的大师
A: 米娅是谁?
B: 哈哈锁定别人家的大师
A: 谁和我一起排位啊,那个米娅
A: 我的天,大师呀  
B: 我发誓,以后这个时间别再打了
A: 我们俩一起打野吧
A: 我要强奸你妈,兰斯
B: 米娅是谁?
A: 52530
B: 1/软弱的赫尔莱
A: 米娅和大师兰斯还有诺娃都不懂
B: 卖你妈,米娅
A: 兰斯装逼装的很
B: 无脑玩过啦
A: 你这个feeder
B:  兰斯拉裤子尿床单了
B: 卖你妈,米娅 臭b
A: 我的胜率被毁了
B: 米娅米娅米娅米娅
B: 米娅请删游戏吧
B: 装的那么强
A: 1/?
A: 小心封号
",1
"B: 习惯就好,会赢的
A: 有些女生可以玩,但是你不行
B: 辅助他们
A:哈哈哈
B: 一切都崩盘了
A: 你打野还是辅助?
B: 带米德去吧
A: 哈哈哈
C: 只有脑残队友
C: 只能举报这个混蛋
B: 输给脑残队友吧
A: 这个脑残队友拿了ADC, 只会送
B: 辅助他们
C: 现在泡泡脑残队友我是不会帮助的
B:辅助他们
A: 和女生一起玩真的很烂
B: 不要这样
A: 去帮助打野脑残队友
B: 这就是为什么Bonita是专业选手
A: 我想让这个脑残队友输
B: 加油吧
A: 真脑残
",1
"
B: no translation
",1
,1
"B: So bad at controlling your hero.
C: Thanks, team.
D: Lagging so much.
",1
"B: 选个不错的坦克吧  
C:玩得好点  
A:不能说是因为队友才输的  
B: 请求  
C: 我的天啊为什么分这么低  
A: 只依靠被团队带走拿分  
B: 分数低  
A: 真可怜
",1
,1
"B: 退还我的皮肤吧,老兄  
A: 你这个英雄害人啊  
B: 想象一下经典和排位赛吧
C: 退款吧  
A: 退款/退款
",1
,1
,1
"A: 女人甚至没有发言权\n
A: 去洗碗去吧\n
A: 哇,恭喜你\n
A: 你想要什么\n
A: 你还要继续故意输掉比赛吗,哈哈哈\n
B: 闭嘴吧\n  
C: 天呐,莱斯利\n
C: 没办法仅靠莱斯利玩,她已经强很多了\n
D: 艾欧泽拉好\n
B: 闭嘴吧\n
D: 艾欧泽拉好\n
E: 哈莉
",1
"Apasih mm: B: What's up MF  
52530: C: F*** you
Ulti apaan rot????: D: WTF ulti??
Anaaaak H4RAM MM: E: You son of a b**** MM
M4ti ortu lu ya?: E: Your parents dead?
Mmpuss: E: F*** off
Mm mm: B: MF MF
Rot rot: F: SOB SOB
Mm mm: B: MotherF***er  
Jawa jawa: G: Indon Indon
1/Duo Y4T1M: H: Our duo is orphan
1/mm mama nya M4TI: I: His mom dead
1/SAMA BAPAKNYA: I: Same with his dad
1/MMPUS: I: Dead AF
1/YTEEEAM: J: Yoooo our team
",1
"B: 好的\n
A: 小心莱西和莫斯科哦\n  
A: 真强\n
A: 我们需要个坦克\n
A: 我要去其他路巡逻\n
B: 我要脱掉你的裤子,你这个臭傻逼\n
A: 小心我举报你\n
B: 噢\n
B: 来吧,上我的路巡\n
A: 噢莱西\n
B: 我要脱掉你的裤子\n
A: 我还是去看比赛吧\n
C: 别说了别说了\n  
B: 你是男的还是女的?\n
C: 好了好了,专心对线吧\n
A: 我们可以推了\n
B: 他也不知道\n
A: 你只会团体暴打\n
B: 如果你是女的,我要带你去爱情旅店\n
B: 过来,让我吸吸你的胸部\n
B: 过来,让我上你
",1
"B: 吃你的饭。 
C: 退出吧,笨蛋孩子,他只会嘲笑对手。
D:别再喊叫了,如果你傻的话。
C: 你别玩了,如果只会玩法师的话,废物。  
E: 傻子哈哈哈只会法师所以狂叫哈哈哈。 
F: 这就是所谓的孩子气哈哈哈哈。  
C: 你还玩吗?我要看直播了。
",1
"B: 伙计,你在干嘛?
C: 有人开麦克风,我要骂到他妈都听见。
D: 嗯,变态啊。  
E: 詹奇,你XX的。 
F: 嗯哼,在伊芙中。  
G: 报告faramis。  
H: 开麦克风。  
I: 开麦克风。  
J: [occ]为什么不[ulti]打塔?
K: 我的天。
L: 詹奇,开麦克风啊。
M: 詹奇,开麦克风吧。
N: 詹奇,开麦克风。
O: 输了,occ。
P: 上帝啊,你要耐心一点。
Q: 哈哈哈。
",1
"B: No Translation  
C: No Translation
A: No Translation
B: No Translation
C: No Translation
A: No Translation  
B: No Translation
C: No Translation
A: No Translation
B: No Translation
C: No Translation
A: No Translation
",1
"B: Shut up Karina
C: This is such a f*ing bastard
D: Surrender or I will f* you all
",1
"A: 乌龟\n蓝色\n笑死\n基础\n我现在没心情认认真真的\n我们可能会输,你们会失去你们的范儿\n这只是1%的实力\n会变弱的\n我可是很强的\n天哪,太基础了\n太简单了\n你们还在为这种事努力吗\n这只是1%的实力而已\n弗朗哥送人头,输定了\n再强一点\n99%的实力会更弱\n1/笑死,太弱了吧\n1/哈哈哈哈\n太弱了\n加油吧,我已经被基础操作打败了\n只是被基础操作打败而已\n会变弱的\n嗯\n1/一帮菜鸟

",1
"B: 过于滞后的炙热气体
A: 这绝对是作弊
B: 作弊者bb
C: 你这个吵闹的法师一无是处 
A: 1/住嘴吧  非诺伊 10
A: 1/这是什么鬼名字哈哈哈
B: 关掉作弊软件 
C: 报告小丽是作弊者
A: 1/这些都是作弊者
",1
,1
"A: 不太清楚你在说什么。请说简单一些。
A:请保持礼貌。 
",1
,1
"B: shut up trash
A: run it down mid
B: bad team horrible 
A: feed mid
B: mid turret down
A: get mid turret
B: time to carry
B: support and jungle can carry okay?
A: yeah yeah 
B: don't say that
",1
,1
,1
,1
,1
"1/B: No Translation  
1/C: No Translation
1/A: No Translation
1/C: No Translation
1/B: No Translation
1/A: No Translation
1/B: No Translation
1/C: No Translation 
1/A: No Translation
1/B: Simplified Chinese Translation: 你的MMR只有3000多点吧,哈哈哈 
1/A: Simplified Chinese Translation: 慢慢来啊,笨蛋  
1/B: Simplified Chinese Translation: 我叫你慢慢读,你却完全不会读是怎么回事?
1/A: 好的
1/B: Simplified Chinese Translation: 嘿嘿,傻瓜
1/C: 慢点
1/A: 噢
1/B: 真是的
1/C: Simplified Chinese Translation: 傻瓜,你连读都不会读
1/B: 傻瓜
1/A: Simplified Chinese Translation: 谁是傻瓜没有发言!?
1/C: Simplified Chinese Translation: 我也是傻瓜,慢慢来,我们都不会读
1/B: Simplified Chinese Translation: 傻瓜连读都不会
",1
"A: tú dá ik
A: todo dia isso
A: q tecao
A: fic
A: tempo corrido burro
A: bane embasado
A: gg sem mid e roa
A: reportem pfv
A: Jeferson caminhões
A: Fumaça de protesto
A: picolé de asfalto
A: oh lapada seca
A: ksksksksksksk
A: me espera
B: dx eu stackar as 3 aq
A: pera
A: Me carrega bruno
A: karai dark
A: Pneu assassino
A: akkakasksksksksskskskakakakakakakk
A: N bate cabaço 
A: animal
A: vaj la
A: kskskskskskskssksks
A: bane tank mt legal
A: me dando 5k
B: ez
B: Mt eu esse nick ai
A: só queria um sexozin
",1
"B: what the fuck is this like crazy bastard lostrek
",1
"B: 好的 我去中路 
C: 约吗?让我们先进攻蓝区 
D: 当然可以 我去中路吧 
E: 好吧 
F: 中路我来 
G: 可以 我打野 
H: 野区给我蓝BUFF 
I: 好吧,慢慢来 
J: 吃了我的蓝BUFF! 太气人了!
K: 助攻中路! 
L: 好,我去助攻 
M: 不要啊,中路别去! 
N: 呵呵,这队友太烂了 
O: 报告一下 
P: 嗯 
Q: 超是废物 
R: 谢谢中路!
S: 抱歉,我是初学者 

",1
"B: 一个好法师 
A: 改变 
B: 升级 
C: 别再死了! 
B: 他只需要5秒就可以重生,哈哈哈! 
C: 卡萝多这个婊子养的法莎! 
B: 插个英雄会更好 
C: 法莎更TM的烂! 
B: 可怕的法师,哈哈哈! 
C: 报告艾迪丝,更TM的菜! 
B: 艾迪丝和法莎两个脑残! 
C: 我队全是脑残! 
B: 无能的法师 
A: 你说谁脑残呢,废物机器人! 
C: 请举报法莎和艾迪丝,谢谢!
",1
"B: No Translation
C: No Translation
D: No Translation
E: No Translation
F: No Translation 
G: No Translation
H: No Translation
",1
"A: Your Leslie is hyp
Caper
Are you epic?
B: Crap I play seriously core mm useless 
Not on purpose
But I did that just now I 
Report hyp I pretend to be a prophet
Banning is more important than not banning
Report Granger feeding
0 2 what is that
Why is Granger so bad
Already wrong emblem wrong item wrong skill mines
You feeder
A: Lol hyp
",1
,1
,1
,1
,1
"B:好好说话,你不要出言不逊
C:都出言不逊了还想教训别人,你真没素质
D:至少要有点自觉,对队友好一点
E:滚开,你让无脑的芬妮去对线
F:屌丝才这样,你懂吗
G:开黑别带新手玩家,你要认真点
H:无脑的傻子
I:对付无脑队友
J:举报这个脏话连篇的人
K:这个没素质的家伙,骂人还不停手
L:真扶不起的阿三
M:先把你妈找到再来玩,别快手
",1
"B: 我在下路。
A: 请求帮助。
B: 我们该不该升级这个英雄?
A: 呵呵,取消吧,不值得升级这个英雄。
损失惨重。
我还以为它有个大招呢。
嗯,中单。
不知道了。
本来想偷家,结果被反偷了。
中路送。
嗯,中单。
算了吧,一塌糊涂。
太简单了。
",1
"B:来吧,我会玩坦克
A:傻子,你只会坦克
A:我会玩mm但不会别的
A:没坦克
可以用mm吗
mm我们不认识地图
我刚才用那个mm结果就这样了
mm傻子,来帮忙吧,哥们
",1
